ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HORA,HH,LUGAR_DEL_HECHO,TIPO_DE_CALLE,Calle,Altura,Cruce,Dirección Normalizada,COMUNA,pos x,pos y,PARTICIPANTES,VICTIMA,ACUSADO
2018-0076,1,2018-07-16,2018,7,16,,1970-01-01 00:00:00.000000009,"Chavez, Jorge y Paz, Gral. Av.",CALLE,"CHAVEZ, JORGE","Jorge Chávez, Liniers, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1408IGK, Argentina","PAZ, GRAL. AV.","CHAVEZ, JORGE y PAZ, GRAL. AV.",9,-58.52932872,-34.65014993,AUTO-CARGAS,AUTO,CARGAS
2018-0077,1,2018-07-16,2018,7,16,,1970-01-01 00:00:00.000000023,"Urquiza, Gral. y Estados Unidos",CALLE,"URQUIZA, GRAL.","3100, Estados Unidos, San Cristóbal, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1221, Argentina",ESTADOS UNIDOS,"URQUIZA, GRAL. y ESTADOS UNIDOS",3,-58.40917826,-34.62126274,AUTO-CARGAS,AUTO,CARGAS
2018-0078,1,2018-07-21,2018,7,21,,1970-01-01 00:00:00.000000006,Paraguay y Sánchez De Bustamante,CALLE,PARAGUAY,"1398, Sánchez de Bustamante, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1187AAH, Argentina",SANCHEZ DE BUSTAMANTE,PARAGUAY y SANCHEZ DE BUSTAMANTE,2,-58.41264127,-34.59473294,PEATON-AUTO,PEATON,AUTO
2018-0079,1,2018-07-23,2018,7,23,,1970-01-01 00:00:00.000000007,"De Los Corrales Av. y Paz, Gral. Av.",GRAL PAZ,DE LOS CORRALES AV.,"Avenida de los Corrales, Mataderos, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1440AUN, Argentina","PAZ, GRAL. AV.","DE LOS CORRALES AV. y PAZ, GRAL. AV.",9,-58.50877521,-34.66977709,PEATON-CARGAS,PEATON,CARGAS
2018-0080,1,2018-07-25,2018,7,25,,1970-01-01 00:00:00.000000022,"Alberdi, Juan Bautista Av. y Carhue",AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","2001, Carhué, Mataderos, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1440ABU, Argentina",CARHUE,"ALBERDI, JUAN BAUTISTA AV. y CARHUE",9,-58.51232237,-34.6590353,PEATON-AUTO,PEATON,AUTO
2018-0081,1,2018-07-29,2018,7,29,,1970-01-01 00:00:00.000000006,Castañares Av. y Rivera Indarte Av.,AVENIDA,CASTANARES AV.,"2402, Avenida Castañares, Bajo Flores, Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, 1047, Argentina",RIVERA INDARTE AV.,CASTAÃ‘ARES AV. y RIVERA INDARTE AV.,7,-58.44744156,-34.64567171,MULTIPLE,PEATON,MULTIPLE
2018-0082,1,2018-08-01,2018,8,1,,1970-01-01 00:00:00.000000015,"Larrazabal y Garzon, Eugenio, Gral. Av.",AVENIDA,LARRAZABAL,"2100, Larrazábal, Mataderos, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1440ASX, Argentina","GARZON, EUGENIO, GRAL. AV.","LARRAZABAL y GARZON, EUGENIO, GRAL. AV.",9,-58.49441273,-34.65869968,MOTO-CARGAS,MOTO,CARGAS
2018-0083,1,2018-08-02,2018,8,2,,1970-01-01 00:00:00.000000005,"Paz, Gral. Av. y Fernandez De La Cruz, F., Gral. Av.",GRAL PAZ,"PAZ, GRAL. AV.","Avenida General Paz, Villa Riachuelo, Villa Celina, Distrito del Deporte, Partido de La Matanza, Buenos Aires, 1772, Argentina","FERNANDEZ DE LA CRUZ, F., GRAL. AV.","PAZ, GRAL. AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8,-58.47976785,-34.69153196,MOTO-CARGAS,MOTO,CARGAS
2018-0084,1,2018-08-03,2018,8,3,,1970-01-01 00:00:00.000000007,Av. Alicia Moreau de Justo y Cochabamba,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.","2000, Avenida Alicia Moreau de Justo, Puerto Madero, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1063ADN, Argentina",COCHABAMBA,"MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA",1,-58.36523349,-34.62260331,PEATON-CARGAS,PEATON,CARGAS
2018-0085,2,2018-08-03,2018,8,3,,1970-01-01 00:00:00.000000018,"Entre Rios Av. y Garay, Juan De Av.",AVENIDA,ENTRE RIOS AV.,"1581, Avenida Entre Ríos, San Cristóbal, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1151, Argentina","GARAY, JUAN DE AV.","ENTRE RIOS AV. y GARAY, JUAN DE AV.",3,-58.39118948,-34.62704273,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0086,1,2018-08-10,2018,8,10,,1970-01-01 00:00:00.000000021,Directorio Av. y Guardia Nacional,AVENIDA,DIRECTORIO AV.,"1401, Guardia Nacional, Mataderos, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1440ASO, Argentina",GUARDIA NACIONAL,DIRECTORIO AV. y GUARDIA NACIONAL,9,-58.49019551,-34.65015854,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0087,1,2018-08-15,2018,8,15,2023-12-01 19:20:00,1970-01-01 00:00:00.000000019,Pavon Av. Y Colombres,AVENIDA,PAVON AV.,"Policolor, 3700, Avenida Pavón, Boedo, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, 1240, Argentina",COLOMBRES,PAVON AV. y COLOMBRES,5,-58.41644362,-34.63023775,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0088,1,2018-08-17,2018,8,17,,1970-01-01 00:00:00.000000016,Av. Gral. Paz y Av. Dr. Ricardo Balbín,GRAL PAZ,"PAZ, GRAL. AV.","Avenida Doctor Ricardo Balbín, Saavedra, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, B1603, Argentina","BALBIN, RICARDO, DR. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12,-58.5007381,-34.5497951,MOTO-CARGAS,MOTO,CARGAS
2018-0089,1,2018-08-17,2018,8,17,2023-12-01 17:56:00,1970-01-01 00:00:00.000000017,Pichincha Av. y Brasil,AVENIDA,PICHINCHA AV.,"Avenida Pichincha, Parque Patricios, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, 1249, Argentina",BRASIL,PICHINCHA AV. y BRASIL,4,-58.39626094,-34.63036565,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0090,1,2018-08-18,2018,8,18,2023-12-01 10:34:00,1970-01-01 00:00:00.000000010,27 De Febrero Av. y Pergamino,AVENIDA,27 DE FEBRERO AV.,"3997, Avenida Pergamino, Villa Soldati, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, C1437CEE, Argentina",PERGAMINO,27 DE FEBRERO AV. y PERGAMINO,8,-58.43284809,-34.67051543,MOTO-AUTO,MOTO,AUTO
2018-0091,1,2018-08-19,2018,8,19,,1970-01-01 00:00:00.000000018,AU Perito Moreno KM 1.8 ALTURA BARRAGAN SENTIDO PBA,AUTOPISTA,AUTOPISTA PERITO MORENO,"301, Barragán, Liniers, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1408AAK, Argentina",BARRAGAN,AUTOPISTA PERITO MORENO y BARRAGAN,9,-58.52280139,-34.63659934,AUTO-AUTO,AUTO,AUTO
2018-0092,1,2018-08-20,2018,8,20,2023-12-01 08:20:00,1970-01-01 00:00:00.000000008,Cordoba Av. y Gascon,AVENIDA,CORDOBA AV.,"Gascón, Villa Crespo, Buenos Aires, Comuna 15, Ciudad Autónoma de Buenos Aires, C1185AAN, Argentina",GASCON,CORDOBA AV. y GASCON,14,-58.4233693,-34.59774487,MOTO-AUTO,MOTO,AUTO
2018-0093,1,2018-08-20,2018,8,20,2023-12-01 08:41:00,1970-01-01 00:00:00.000000008,15 De Noviembre De 1889 1513,CALLE,15 DE NOVIEMBRE DE 1889,1513.0,"1893, Presidente Luis Sáenz Peña, Constitución, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1280AEB, Argentina",15 DE NOVIEMBRE DE 1889 1513,1,-58.38691681,-34.63105973,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0094,1,2018-08-23,2018,8,23,2023-12-01 05:35:00,1970-01-01 00:00:00.000000005,"Salguero, Jeronimo y Beruti",CALLE,"SALGUERO, JERONIMO","2202, Jerónimo Salguero, Alto Palermo, Palermo, Buenos Aires, Comuna 14, Ciudad Autónoma de Buenos Aires, C1425BGI, Argentina",BERUTI,"SALGUERO, JERONIMO y BERUTI",14,-58.4116902,-34.5857988,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0095,1,2018-08-26,2018,8,26,2023-12-01 00:59:00,1970-01-01 00:00:00.000000000,"Lacarra Av. y Dellepiane, Luis, Tte. Gral.",AVENIDA,LACARRA AV.,"Lacarra, Parque Avellaneda, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1407, Argentina","DELLEPIANE, LUIS, TTE. GRAL.","LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",9,-58.46739825,-34.65117757,AUTO-AUTO,AUTO,AUTO
2018-0096,1,2018-08-31,2018,8,31,2023-12-01 22:20:00,1970-01-01 00:00:00.000000022,"AU Héctor J. Cámpora y Roca, Cnel. Av.",AUTOPISTA,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,"3802, Avenida Coronel Roca, Villa Soldati, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, C1437CEE, Argentina","ROCA, CNEL. AV.","AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y ROCA, CNEL. AV.",8,-58.44483258,-34.67152226,PEATON-AUTO,PEATON,AUTO
2018-0097,1,2018-09-02,2018,9,2,,1970-01-01 00:00:00.000000010,Av. Varela y Av. Int. Francisco Rabanal,AVENIDA,VARELA AV.,"2599, Avenida Intendente Francisco Rabanal, Villa Soldati, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, C1437BJO, Argentina","RABANAL, FRANCISCO, INTENDENTE AV.","VARELA AV. y RABANAL, FRANCISCO, INTENDENTE AV.",8,-58.43254025,-34.66128115,AUTO-MOVIL,AUTO,OTRO
2018-0098,2,2018-09-09,2018,9,9,2023-12-01 05:00:00,1970-01-01 00:00:00.000000005,Av. Gral. Paz e/ Ferre y Beron de Astrada,GRAL PAZ,"PAZ, GRAL. AV.","16600, Avenida General Paz, Villa Riachuelo, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, 1772, Argentina",BERON DE ASTRADA,"PAZ, GRAL. AV. y BERON DE ASTRADA",8,-58.47199387,-34.69640164,AUTO-AUTO,AUTO,AUTO
2018-0099,1,2018-09-12,2018,9,12,2023-12-01 14:25:00,1970-01-01 00:00:00.000000014,Rivadavia Av. y Pedernera,AVENIDA,RIVADAVIA AV.,"Pedernera, Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1406GMA, Argentina",PEDERNERA,RIVADAVIA AV. y PEDERNERA,7,-58.46411215,-34.62925068,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0100,1,2018-09-20,2018,9,20,,1970-01-01 00:00:00.000000010,Elvira Rawson de Dellepiane 150,AVENIDA,"RAWSON DE DELLEPIANE, ELVIRA AV.",150.0,"Puerto Madero, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1063ADN, Argentina","RAWSON DE DELLEPIANE, ELVIRA AV. 150",1,-58.36217754,-34.62367156,MOTO-AUTO,MOTO,AUTO
2018-0101,1,2018-09-21,2018,9,21,2023-12-01 00:15:00,1970-01-01 00:00:00.000000000,"Paz, Gral. Av. y Zapiola",GRAL PAZ,"PAZ, GRAL. AV.","Juan Zufriategui, Saavedra, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, C1429AKK, Argentina",ZAPIOLA,"PAZ, GRAL. AV. y ZAPIOLA",12,-58.48098594,-34.5407313,MULTIPLE,AUTO,MULTIPLE
2018-0102,1,2018-09-21,2018,9,21,2023-12-01 00:30:00,1970-01-01 00:00:00.000000000,FAMATINA Y DIOGENES TABORDA,CALLE,FAMATINA,"3502, Famatina, Parque Patricios, Buenos Aires, Distrito Tecnológico, Comuna 4, Ciudad Autónoma de Buenos Aires, C1437, Argentina","TABORDA, DIOGENES","FAMATINA y TABORDA, DIOGENES",4,-58.41083404,-34.64640709,MOTO-AUTO,MOTO,AUTO
2018-0103,1,2018-09-27,2018,9,27,2023-12-01 17:51:00,1970-01-01 00:00:00.000000017,Av. Castañares y Bonorino,AVENIDA,CASTA?ARES AV.,"2302, Avenida Castañares, Bajo Flores, Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, 1047, Argentina","BONORINO, ESTEBAN, CNEL. AV.","CASTAÃ‘ARES AV. y BONORINO, ESTEBAN, CNEL. AV.",7,-58.44609828,-34.64446729,PEATON-MOTO,PEATON,MOTO
2018-0104,1,2018-10-01,2018,10,1,,1970-01-01 00:00:00.000000008,AU Frondizi 9 de Julio Sur y Av. Suarez,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,"1901, Avenida Suárez, Barracas, Buenos Aires, Distrito del Diseño, Comuna 4, Ciudad Autónoma de Buenos Aires, 1274, Argentina",SUAREZ AV.,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4,-58.37709334,-34.64035082,MOTO-MOTO,MOTO,MOTO
2018-0105,1,2018-10-03,2018,10,3,2023-12-01 18:12:00,1970-01-01 00:00:00.000000018,Nazca Av. y Rivadavia Av.,AVENIDA,NAZCA AV.,"1, Avenida San Pedrito, Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1406GMD, Argentina",RIVADAVIA AV.,NAZCA AV. y RIVADAVIA AV.,7,-58.46963952,-34.63070603,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0106,1,2018-10-04,2018,10,4,2023-12-01 22:02:00,1970-01-01 00:00:00.000000022,"Figueroa Alcorta, Pres. Av. y Echeverria",AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","Echeverría, Bajo Belgrano, Belgrano, Buenos Aires, Comuna 13, Ciudad Autónoma de Buenos Aires, C1428DUB, Argentina",ECHEVERRIA,"FIGUEROA ALCORTA, PRES. AV. y ECHEVERRIA",13,-58.43674281,-34.55161027,MOTO-MOTO,MOTO,MOTO
2018-0107,1,2018-10-06,2018,10,6,2023-12-01 14:20:00,1970-01-01 00:00:00.000000014,Rivadavia Av. y Jujuy Av.,AVENIDA,RIVADAVIA AV.,"2802, Avenida Rivadavia, Once, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, C1203AAN, Argentina",JUJUY AV.,RIVADAVIA AV. y JUJUY AV.,3,-58.4059686,-34.61011987,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0108,1,2018-10-09,2018,10,9,,1970-01-01 00:00:00.000000014,"De Los Italianos Av. y Guemes, Macacha",AVENIDA,DE LOS ITALIANOS AV.,"Avenida de los Italianos, Puerto Madero, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1107CCC, Argentina","GUEMES, MACACHA","DE LOS ITALIANOS AV. y GUEMES, MACACHA",1,-58.36154069,-34.60463618,MOTO-AUTO,MOTO,AUTO
2018-0109,1,2018-10-10,2018,10,10,2023-12-01 22:12:00,1970-01-01 00:00:00.000000022,"Tucuman y Alem, Leandro N. Av.",AVENIDA,TUCUMAN,"602, Avenida Leandro N. Alem, Microcentro, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1043AAC, Argentina","ALEM, LEANDRO N. AV.","TUCUMAN y ALEM, LEANDRO N. AV.",1,-58.37062179,-34.60066507,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0110,1,2018-10-13,2018,10,13,2023-12-01 03:05:00,1970-01-01 00:00:00.000000003,"Corrientes Av. y Gallardo, Angel Av.",AVENIDA,CORRIENTES AV.,"4, Avenida Ángel Gallardo, Almagro, Buenos Aires, Comuna 5, Ciudad Autónoma de Buenos Aires, C1414AJN, Argentina","GALLARDO, ANGEL AV.","CORRIENTES AV. y GALLARDO, ANGEL AV.",15,-58.43220014,-34.60207186,PEATON-MOTO,PEATON,MOTO
2018-0111,1,2018-10-19,2018,10,19,2023-12-01 12:13:00,1970-01-01 00:00:00.000000012,AU Perito Moreno y Av. Eva Perón SENTIDO CENTRO,AUTOPISTA,AUTOPISTA PERITO MORENO,"Metrobús 25 de Mayo, Parque Avellaneda, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1407, Argentina","Metrobús 25 de Mayo, Parque Avellaneda, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1407, Argentina","AUTOPISTA PERITO MORENO & PERON, EVA  AV.",9,-58.46958442,-34.64949724,MOTO-CARGAS,MOTO,CARGAS
2018-0112,1,2018-10-24,2018,10,24,2023-12-01 09:18:00,1970-01-01 00:00:00.000000009,Muñecas y Serrano,CALLE,MU?ECAS,"900, Muñecas, Villa Crespo, Buenos Aires, Comuna 15, Ciudad Autónoma de Buenos Aires, C1414CXS, Argentina",SERRANO,MUÃ‘ECAS y SERRANO,15,-58.44671397,-34.59970903,MOTO-CARGAS,MOTO,CARGAS
2018-0113,1,2018-10-25,2018,10,25,2023-12-01 11:00:00,1970-01-01 00:00:00.000000011,"Artigas, Jose Gervasio, Gral. y Tres Arroyos",CALLE,"ARTIGAS, JOSE GERVASIO, GRAL.","1400, General José Gervasio Artigas, Villa General Mitre, Buenos Aires, Comuna 11, Ciudad Autónoma de Buenos Aires, C1416, Argentina",TRES ARROYOS,"ARTIGAS, JOSE GERVASIO, GRAL. y TRES ARROYOS",11,-58.47152163,-34.61474911,MOTO-CARGAS,MOTO,CARGAS
2018-0114,1,2018-10-30,2018,10,30,2023-12-01 02:15:00,1970-01-01 00:00:00.000000002,Solis e Independencia Av.,AVENIDA,SOLIS,"799, Solís, Monserrat, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, 1078, Argentina",INDEPENDENCIA AV.,SOLIS e INDEPENDENCIA AV.,1,-58.39032921,-34.61807951,MOTO-AUTO,MOTO,AUTO
2018-0115,1,2018-10-31,2018,10,31,2023-12-01 12:30:00,1970-01-01 00:00:00.000000012,"Bosch, Ventura y Paz, Gral. Av.",CALLE,"BOSCH, VENTURA","10902, Avenida General Paz, Liniers, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1408ABQ, Argentina","PAZ, GRAL. AV.","BOSCH, VENTURA y PAZ, GRAL. AV.",9,-58.52887773,-34.64297861,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0116,1,2018-11-01,2018,11,1,,1970-01-01 00:00:00.000000010,"Paz, Gral. Av. 14800",GRAL PAZ,"PAZ, GRAL. AV.",14800.0,"6999, Goleta Santa Cruz, Villa Lugano, Buenos Aires, Comuna 8, Ciudad Autónoma de Buenos Aires, C1439HWJ, Argentina","PAZ, GRAL. AV. 14800",8,-58.49371157,-34.67981324,PEATON-CARGAS,PEATON,CARGAS
2018-0117,1,2018-11-04,2018,11,4,,1970-01-01 00:00:00.000000008,Av. Eva Perón 5321,AVENIDA,"PERON, EVA AV.",5321.0,"5315, Avenida Eva Perón, Mataderos, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1439BSN, Argentina","PERON, EVA AV. 5321",9,-58.48266599,-34.66012327,MOTO-MOTO,MOTO,MOTO
2018-0118,1,2018-11-05,2018,11,5,2023-12-01 14:49:00,1970-01-01 00:00:00.000000014,"Peron, Juan Domingo, Tte. General y Pueyrredon Av.",AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL","201, Avenida Pueyrredón, Once, Balvanera, Buenos Aires, Comuna 3, Ciudad Autónoma de Buenos Aires, 1213, Argentina",PUEYRREDON AV.,"PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV.",3,-58.40612253,-34.60774301,PEATON-MOTO,PEATON,MOTO
2018-0119,1,2018-11-05,2018,11,5,,1970-01-01 00:00:00.000000022,Rabanal y San Pedrito,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.","3350, San Pedrito, Villa Soldati, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, C1437BJO, Argentina",SAN PEDRITO,"RABANAL, FRANCISCO, INTENDENTE AV. y SAN PEDRITO",8,-58.43613623,-34.66292532,PEATON-SD,PEATON,SD
2018-0120,1,2018-11-09,2018,11,9,2023-12-01 13:34:00,1970-01-01 00:00:00.000000013,Monroe y Alvarez Thomas Av.,AVENIDA,MONROE,"Prestigio, 4802, Monroe, Villa Urquiza, Buenos Aires, Comuna 12, Ciudad Autónoma de Buenos Aires, 1431, Argentina",ALVAREZ THOMAS AV.,MONROE y ALVAREZ THOMAS AV.,12,-58.48250732,-34.57208238,PEATON-AUTO,PEATON,AUTO
2018-0121,1,2018-11-09,2018,11,9,2023-12-01 16:32:00,1970-01-01 00:00:00.000000016,Rivadavia Av. y Manzoni,AVENIDA,RIVADAVIA AV.,"9600, Avenida Rivadavia, Villa Luro, Buenos Aires, Comuna 10, Ciudad Autónoma de Buenos Aires, C1407DZR, Argentina",MANZONI,RIVADAVIA AV. y MANZONI,10,-58.49945705,-34.6374328,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0122,1,2018-11-12,2018,11,12,2023-12-01 01:00:00,1970-01-01 00:00:00.000000001,AU Dellepiane Luis Tte. Gral. y Larrazabal,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,"Villa Lugano, Buenos Aires, Distrito del Deporte, Comuna 8, Ciudad Autónoma de Buenos Aires, 1439, Argentina",LARRAZABAL,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL,8,-58.47743966,-34.67233407,AUTO-AUTO,AUTO,AUTO
2018-0123,1,2018-11-12,2018,11,12,2023-12-01 03:32:00,1970-01-01 00:00:00.000000003,"Paz, Gral. Av. y Peron, Eva Av.",GRAL PAZ,"PAZ, GRAL. AV.","Avenida General Paz, Villa Lugano, La Tablada, Partido de La Matanza, Buenos Aires, C1439GVN, Argentina","PERON, EVA AV.","PAZ, GRAL. AV. y PERON, EVA AV.",9,-58.5025179,-34.67450313,AUTO-SD,AUTO,SD
2018-0124,1,2018-11-15,2018,11,15,2023-12-01 19:40:00,1970-01-01 00:00:00.000000019,AU Perito Moreno y Reservistas Argentinos,AUTOPISTA,AUTOPISTA PERITO MORENO,"Reservistas Argentinos, Liniers, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1408AAK, Argentina","Reservistas Argentinos, Liniers, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1408AAK, Argentina",AUTOPISTA PERITO MORENO y RESERVISTAS ARGENTINOS,9,-58.52144411,-34.63682499,CARGAS-CARGAS,CARGAS,CARGAS
2018-0125,1,2018-11-16,2018,11,16,2023-12-01 21:12:00,1970-01-01 00:00:00.000000021,Saenz Av. y Ventana,AVENIDA,SAENZ AV.,"901, Avenida Sáenz, Nueva Pompeya, Buenos Aires, Comuna 4, Ciudad Autónoma de Buenos Aires, C1437, Argentina",VENTANA,SAENZ AV. y VENTANA,4,-58.41650465,-34.65084045,PEATON-PASAJEROS,PEATON,PASAJEROS
2018-0126,1,2018-11-18,2018,11,18,,1970-01-01 00:00:00.000000012,Avda. General Paz y Cnel. Ramón Falcón,GRAL PAZ,"PAZ, GRAL. AV.","199, Diagonal 11 - Colectora General José María Paz, Liniers, Ciudadela, Partido de Tres de Febrero, Buenos Aires, C1408ABQ, Argentina","FALCON, RAMON L.,CNEL.","PAZ, GRAL. AV. y FALCON, RAMON L.,CNEL.",9,-58.52994219,-34.64055918,MOTO-AUTO,MOTO,AUTO
2018-0127,1,2018-11-19,2018,11,19,2023-12-01 09:14:00,1970-01-01 00:00:00.000000009,Av. Gral. Paz y Av. de los Constituyentes,GRAL PAZ,"PAZ, GRAL. AV.","Avenida 1 - Avenida de los Constituyentes (GSM) / Avenida de los Constituyentes (VL), Villa Martelli, Vicente López, Partido de Vicente López, Buenos Aires, B1650KLF, Argentina",DE LOS CONSTITUYENTES AV.,"PAZ, GRAL. AV. y DE LOS CONSTITUYENTES AV.",12,-58.50993046,-34.56919739,MOTO-MOTO,MOTO,MOTO
2018-0128,2,2018-11-25,2018,11,25,2023-12-01 04:30:00,1970-01-01 00:00:00.000000004,"Paz, Gral. Av. 11200",GRAL PAZ,"PAZ, GRAL. AV.",11200.0,"7283, Humaitá, Liniers, Buenos Aires, Comuna 9, Ciudad Autónoma de Buenos Aires, C1408DSI, Argentina","PAZ, GRAL. AV. 11200",9,-58.52844623,-34.64592873,AUTO-PASAJEROS,AUTO,PASAJEROS
2018-0129,1,2018-11-28,2018,11,28,2023-12-01 04:01:00,1970-01-01 00:00:00.000000004,"Newbery, Jorge Av. y Guevara",AVENIDA,"NEWBERY, JORGE AV.","402, Guevara, Chacarita, Buenos Aires, Distrito Audiovisual, Comuna 15, Ciudad Autónoma de Buenos Aires, C1427BRI, Argentina",GUEVARA,"NEWBERY, JORGE AV. y GUEVARA",15,-58.45021367,-34.58695347,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0130,1,2018-12-03,2018,12,3,2023-12-01 03:00:00,1970-01-01 00:00:00.000000003,Gaona Av. y Segurola Av.,AVENIDA,GAONA AV.,"800, Segurola, Vélez Sarsfield, Buenos Aires, Comuna 10, Ciudad Autónoma de Buenos Aires, C1407FAV, Argentina",SEGUROLA AV.,GAONA AV. y SEGUROLA AV.,10,-58.49022072,-34.62770192,MOTO-PASAJEROS,MOTO,PASAJEROS
2018-0131,1,2018-12-07,2018,12,7,,1970-01-01 00:00:00.000000019,"Madero, Eduardo Av. 550",AVENIDA,"MADERO, EDUARDO AV.",550.0,"Torre Bouchard Plaza, 557, Bouchard, Microcentro, San Nicolás, Buenos Aires, Comuna 1, Ciudad Autónoma de Buenos Aires, C1106ABG, Argentina","MADERO, EDUARDO AV. 550",1,-58.36860866,-34.60106568,MOTO-CARGAS,MOTO,CARGAS
2018-0132,1,2018-12-12,2018,12,12,2023-12-01 08:26:00,1970-01-01 00:00:00.000000008,"AU Arturo Illia y Castillo, Ramon S.",AUTOPISTA,AUTOPISTA ARTURO ILLIA,"Avenida Presidente Ramón S. Castillo, Recoleta, Buenos Aires, Comuna 2, Ciudad Autónoma de Buenos Aires, C1425CLA, Argentina","CASTILLO, RAMON S., PRES. AV.","AUTOPISTA ARTURO ILLIA y CASTILLO, RAMON S., PRES. AV.",2,-58.39490504,-34.57241534,PEATON-CARGAS,PEATON,CARGAS
2018-0133,1,2018-12-12,2018,12,12,2023-12-01 14:07:00,1970-01-01 00:00:00.000000014,Nazca Av. y Rivadavia Av.,AVENIDA,NAZCA AV.,"1, Avenida San Pedrito, Flores, Buenos Aires, Comuna 7, Ciudad Autónoma de Buenos Aires, C1406GMD, Argentina",RIVADAVIA AV.,NAZCA AV. y RIVADAVIA AV.,7,-58.46963952,-34.63070603,PEATON-CARGAS,PEATON,CARGAS
